variable_id,mz,rt,X20210902_neg04,X20210902_neg05,X20210902_neg06,X20210902_neg07,X20210902_neg08,X20210902_neg09,X20210902_neg10,X20210902_neg11,X20210902_neg13,X20210902_neg14,X20210902_neg26,X20210902_neg27,X20210902_neg28,X20210902_neg29,X20210902_neg31,X20210902_neg32,X20210902_neg33,X20210902_neg34,X20210902_neg35,X20210902_neg36,X20210902_neg15,X20210902_neg16,X20210902_neg17,X20210902_neg18,X20210902_neg19,X20210902_neg20,X20210902_neg22,X20210902_neg23,X20210902_neg24,X20210902_neg25,X20210902_neg03,X20210902_neg12,X20210902_neg21,X20210902_neg30,X20210902_neg37,X20210902_neg38
M423T219_3_NEG,423.4975891113281,219.14600372316002,NA,NA,NA,NA,NA,41396.8546881149,66150.3590215316,86852.20596032878,54929.45041368936,42831.1257933241,NA,NA,NA,NA,NA,176172.62507501562,45529.09749025035,125935.55717125228,147175.69561415602,155849.9277401604,NA,NA,NA,10486.993691334783,12781.93497374204,153374.43673457735,167248.70344634878,165156.6782894718,196557.03869854848,209361.7522051189,192501.01952023036,130063.64926763471,129693.71076346771,156475.01152998334,137984.06317977037,141769.96381336582
M424T634_NEG,423.67937408013364,633.59498977662,5381.105766202785,5113.310987320482,5055.238018088893,5022.8317763524265,4796.645278966441,4533.83262637659,NA,NA,4835.861408979371,3105.778160106943,4639.653336288775,4832.382316565591,NA,4705.415789805755,NA,NA,NA,NA,4629.153442370534,NA,NA,NA,NA,NA,3801.124498843803,NA,NA,NA,NA,5227.901962254564,6600.9897177675975,3691.2620856303693,5209.288948087588,5814.448977843526,5724.973949440653,NA
M424T49_NEG,423.93612855706044,48.938999176020005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4750.695037849666,NA,3563.2834661052384,NA,3923.7145386571074,3554.291521301081
M424T106_NEG,424.0931418893616,106.30349993706,NA,5779.769315339278,NA,NA,NA,12421.627926991374,20394.49645335918,19983.521087746645,17651.507587004242,NA,3372.572182062192,NA,NA,NA,NA,NA,NA,NA,13067.581911573852,NA,20315.11328458166,12998.296137739695,NA,20886.52288364068,15621.590696153049,NA,NA,10656.899527527565,NA,NA,26909.239436611802,NA,13212.340011525195,NA,NA,NA
M424T124_NEG,424.0979744205786,124.13899898529002,NA,NA,NA,NA,NA,NA,10051.288528459023,8753.133105427105,NA,5795.617620107608,NA,NA,NA,NA,NA,NA,7862.514141036261,NA,NA,5492.691439757008,NA,NA,NA,NA,NA,NA,5189.835272713191,NA,NA,NA,NA,8198.671641903766,8775.856496537275,NA,6210.832735857237,10437.124668774515
M424T219_1_NEG,424.1255798339844,219.14700508116,19030.967819947415,17843.874664210096,18252.23213500565,21019.371299755792,18274.51200082637,752451.3185622338,1026541.0122589251,1252249.2855462322,872981.0209264092,727924.5330586577,15227.796092126491,12879.14445883323,NA,NA,NA,2101726.5313144457,739421.2046247835,1488272.3728029372,1714939.569937229,1801986.3216618598,272641.51514128083,248322.76066947563,4908.412138956697,433003.6644918593,458223.2773142585,1918786.6442267105,1998281.5754204523,2026619.772277872,2261643.9470199193,2525185.270405268,2091002.5083584494,1739707.3651392045,1624771.0284929944,1812812.1166808961,1686534.4594665528,1700836.4551276555
M424T39_NEG,424.13562048893164,38.87800097466,NA,NA,NA,NA,NA,56878.117905828054,32662.38191523956,47476.594405880416,35997.921055785795,35015.36536072015,NA,NA,NA,NA,NA,27201.828082814012,20571.958871237654,29593.042068828458,47871.31459691087,25655.900509918818,NA,NA,NA,NA,NA,10052.877299260297,NA,15675.667488810397,12962.98131027478,7482.090192273685,83380.7551701171,49495.94687296031,44771.197389984154,48583.82890199831,51158.12291590583,45909.110782654236
M424T92_NEG,424.15155741600887,92.31250047684,NA,NA,NA,NA,NA,45943.637612386854,38939.21333822542,54622.05518618918,43304.608636017074,45451.3505358194,NA,NA,NA,NA,NA,47481.53446643523,45756.90098950801,35292.69586715507,55860.010056966115,45743.30863274867,10358.560356322983,10942.877263923207,NA,11713.047437086741,11643.678209532227,40752.20511327074,47906.60783078268,40693.32242212277,41391.68702248229,41428.67527226407,64340.807779097995,40315.28224158737,55221.73499901714,56854.084461974715,NA,53941.590085972064
M424T219_2_NEG,424.33624412437155,219.14600372316002,NA,NA,NA,NA,NA,15872.078790615295,31778.825569199053,45027.42097676519,24038.335404526828,16599.336801204103,NA,NA,NA,NA,NA,104661.03456925723,NA,64788.42875306246,79219.2972558949,86179.81159448519,NA,NA,NA,NA,NA,89082.13597895831,96373.6645647288,97570.92605007182,112445.36804205713,131102.27043593692,100051.22592894973,73709.17825257414,71215.53205461835,86438.58622176098,78901.43914075111,76850.08954024286
M425T219_1_NEG,424.5009460449219,219.14600372316002,NA,NA,NA,NA,NA,NA,NA,22574.077266875956,NA,NA,NA,NA,NA,NA,NA,68486.39790403188,NA,43991.685194895195,54447.012576677495,57790.16281089884,NA,NA,NA,NA,NA,57076.556532348215,62110.76614647862,63518.79352552118,74846.93956470914,85784.81948704329,67519.78454599719,42537.46784297459,45492.66472802314,57912.446117220956,51629.70038985803,51538.66530889149
M425T219_2_NEG,424.6021728515625,219.14600372316002,NA,NA,NA,NA,NA,NA,NA,18483.52702916559,7594.405507124469,NA,NA,NA,NA,NA,NA,61011.450716830775,NA,37426.371485200936,46754.3310559495,52363.630513220356,NA,NA,NA,NA,NA,48115.097309626624,54221.22564973026,54544.81016542794,65626.03556716986,76759.53476194196,51791.05828292792,35930.742834387536,38390.52296726534,50822.008735151365,46111.67928642539,46329.3687149234
M425T641_NEG,424.78306270999906,641.13601684572,129207.05180929568,64410.60794794657,109353.58106539673,58991.82458088838,NA,71024.27158366331,NA,90729.52160853794,71978.08980501801,87636.91453503563,49907.81905645578,58112.073360670656,91026.79756962523,NA,NA,71718.49157442454,58399.26509139898,NA,NA,NA,56701.57849246946,NA,54101.77115956226,NA,41607.34936207507,NA,47098.578507881924,47592.05954912273,61327.064275510114,60189.86903571256,133772.5335247465,51839.34878501164,NA,NA,NA,NA
M425T105_NEG,425.04099543492543,104.7325015068,37135.79426914746,37276.919760876925,12902.518346432364,14073.805176285203,12217.762489061573,23106.528575647957,NA,13679.068430333768,24150.8509147343,24156.465268161686,25146.774879670647,12971.431924311966,7043.512060337707,22747.79738668685,NA,20206.44185653855,20704.427074141382,12127.349566626293,8982.538861816043,9494.257121103028,26593.669374861838,19876.281031301674,4398.6196307596865,29585.979215490825,29293.550089438286,17389.2864415391,10888.865435178352,18215.4041600552,16849.584916220465,16599.407519855475,34805.998712113265,NA,11173.355669081302,16015.226730005574,12923.053617550551,NA
M425T124_NEG,425.0916861743014,124.03150320051,NA,NA,NA,NA,NA,7069.29519452581,13657.082575119952,10782.23342450334,12981.627661780398,13467.078504582514,NA,NA,NA,NA,NA,10605.092323567373,10763.788787763728,NA,13015.157389019358,7749.330156354367,4251.480646121724,NA,NA,5330.85744379484,NA,7924.759515487356,8505.089510694528,13283.71047975832,9411.248814177816,9807.367034802617,22061.20594556298,15554.025521296486,14043.531618079642,16988.823078034748,15165.682918296958,10325.76493260044
M425T270_NEG,425.09155242289324,269.93499755862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73865.62134739824,56058.33657551333,64387.18229065202,96772.06137564656,64624.71646114636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40844.16124061749,28593.899574415,27162.930671775503,31552.53912559618,29758.70763010046,29507.131497116687
M425T219_3_NEG,425.1228405081286,219.14600372316002,NA,5051.68490231942,4830.03712683748,4811.970797285148,5875.652844180462,160878.89364133542,231043.60665147915,289108.2356840489,199958.6720279193,170046.04669894825,4213.111092078351,NA,NA,2536.3739991233624,NA,531224.4053841814,178366.8914526114,355446.34522257274,423123.32632667583,449401.22243883257,63784.08809667687,59105.82814895997,NA,100391.0321810227,108403.12984691896,468987.0103588398,499717.8627740293,496871.11647331074,574556.8119180439,636298.0844212559,520684.04577698803,405091.1137141619,391618.59320174373,450509.7001608288,430277.8650468421,416261.1210572624
M425T193_NEG,425.1386278324318,192.6640033722,NA,NA,NA,NA,NA,5248.781833668387,7446.294924910371,10524.304793472378,7984.725150281759,7737.755491099568,NA,NA,NA,NA,NA,7108.857965449817,NA,NA,5292.290473899587,6467.313573294885,NA,NA,NA,2048.1870256256293,NA,NA,2954.186198994312,3831.274978609895,NA,NA,8166.963115346723,5978.851542468966,6751.095054335538,NA,6126.217169176619,NA
M425T39_NEG,425.1382832369829,38.87800097466,NA,NA,NA,NA,NA,6753.945012104638,5300.670333984259,NA,4676.302480501239,5636.251246551475,NA,NA,NA,NA,NA,4446.560624290615,4281.936557767219,3417.626138698118,NA,2453.771858931834,NA,NA,NA,NA,NA,NA,NA,NA,2507.954281578208,NA,12986.281127859414,8396.697971831554,7996.134123039619,8165.624177676352,8085.738110971294,7461.284458857952
M425T92_NEG,425.1549825762562,92.4699997902,NA,NA,NA,NA,NA,NA,5629.707364631286,5631.274682396255,NA,NA,NA,NA,NA,NA,NA,NA,NA,5195.077731264891,7721.511277478284,NA,NA,NA,NA,NA,NA,5543.5788466118665,4414.928433133299,3070.5379815827696,NA,NA,10835.528210588076,6956.811482229454,5546.428711304741,7014.619432171656,NA,NA
M425T253_NEG,425.2105114294535,252.54401206967998,2607.5363540664607,NA,NA,NA,NA,21415.65127575183,17501.19392809603,28751.122150438037,NA,18918.408120830463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11172.586671921243,NA,7671.9205020010895,NA,NA,6061.849392116329
M426T634_NEG,425.67877504402725,633.5880088806,4175.951593918445,3657.958906198962,3118.987853695979,NA,3845.2140917226943,NA,NA,2970.326561533401,2696.0916137694094,NA,NA,3978.747138976691,NA,NA,NA,3305.3062424286495,NA,3092.698287958276,3494.3917465327304,NA,NA,NA,3275.7330864280407,3076.925729992431,NA,NA,NA,3820.6451184696143,3862.5322591335016,NA,4903.334914519733,3108.0654352327783,NA,NA,NA,NA
M426T33_NEG,426.01370906848774,33.21900129318,NA,NA,NA,NA,NA,NA,7776.973521653041,8618.981080014473,8694.602601094444,7763.915329258721,NA,NA,NA,NA,NA,NA,7409.847046336165,NA,NA,NA,NA,NA,NA,NA,45767.067334655585,NA,NA,5939.339638869448,NA,NA,11711.268078725709,9908.698587596507,8427.063280706085,8203.213158530229,NA,7311.6188912294165
M426T105_NEG,426.046664171145,105.36000251772,15928.75945463293,20521.284974302078,9302.96817497444,10511.019384355395,8231.81320191794,NA,22566.358061284824,NA,16797.02058569553,23369.34125761603,13301.954181185622,4656.378714490544,4312.16048242836,11715.515273483787,NA,21226.72003990471,17339.185981654085,8431.53785167724,12200.891571065144,13446.023460517623,21554.3583207806,15451.531894479356,NA,NA,NA,13339.990203428923,12824.963537787122,NA,13656.92089534985,14016.390186513316,37914.10737169962,11827.088638370313,NA,12975.540230639437,NA,12822.707259944735
M426T270_NEG,426.0955747961333,269.88650321961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13649.24205358186,9477.34823217745,10955.546290223241,NA,11488.634098821152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7520.993469248085,5718.98786539258,NA,6373.522297934141,NA,4571.406233830985
M426T219_NEG,426.12389902469926,219.14600372316002,NA,NA,NA,NA,NA,19351.617118818187,25065.314102094966,33796.00729277144,24497.757776485316,18983.48573479254,NA,NA,NA,NA,NA,62300.4736247365,20458.167629415348,39918.92165172188,47649.89671490058,49692.106291492746,8649.47209035515,7536.201343540768,NA,11861.121571595633,13195.852429793424,53049.35779279727,56536.24718801513,58143.07333505941,62410.17640096673,72005.43855215193,66498.82006205495,44582.82338682277,46550.50549079969,51037.47020504244,49898.43998349387,44945.00203526904
M427T19_NEG,426.83136907555996,19.31500017642,11467.427316612342,12512.520266755066,12096.576530020891,9224.82776041344,9864.252497400656,14394.80440044869,NA,NA,NA,NA,7190.699674922208,8041.632971762123,7798.101561079437,7967.5571626526435,6432.623133641758,NA,NA,12076.216866337747,NA,NA,31643.831912652466,22741.757152152983,18129.942808437958,28248.211985836275,21904.46558162646,NA,NA,NA,NA,12147.714268548085,18739.800561012955,13371.330582939947,NA,NA,11581.122886839266,NA
M427T27_NEG,426.9890837475832,27.17299997808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1743.099027235538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4098.862006825364,3918.888290433601,3812.556228920091,3806.767033779263,NA
M427T270_NEG,427.0887973222125,269.8380088806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19715.43511386909,14271.976216555158,17223.243101086722,25302.293165619703,16791.8777300067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10627.41951577736,NA,7837.437515361438,NA,NA,8127.932925143559
M427T146_NEG,427.1283224872199,145.98900318143998,NA,NA,NA,NA,NA,68282.86284403256,67778.43556424089,71364.15617187713,68151.30726909818,55533.36560816563,NA,NA,NA,NA,NA,75504.51803009961,74001.01785670883,46803.95607640344,69364.49065829658,59115.03281158927,30313.648718779266,33601.862984904925,NA,34392.014427569346,34538.13755947163,125032.99247678928,120276.59087541666,114470.37071246999,124594.248088591,139815.7143238121,121614.91977694532,103316.6238105557,92459.68128545978,96593.72739868824,88810.62718628814,85727.43645460726
M427T219_NEG,427.12555838307634,219.14700508116,NA,NA,NA,NA,NA,2981.1383342905096,NA,6150.849646135157,4163.130841243743,2722.9232949472434,NA,NA,NA,NA,NA,13001.314627452346,3285.633529541706,NA,8833.553315536357,11413.338607705338,NA,NA,NA,1687.3145294253677,NA,10460.380700903113,NA,11762.122984664129,14126.444076768264,16009.548103216255,11774.0673796259,NA,8990.30007359894,10661.0860633557,8564.779853153259,NA
M427T102_NEG,427.13664844949557,102.42250084878,NA,NA,NA,NA,NA,1527.3080921195372,NA,NA,NA,NA,NA,NA,NA,NA,NA,10105.97795068407,5208.791526145702,4733.3360822964605,3580.7038331095673,NA,NA,NA,NA,NA,NA,3560.5051231619905,NA,NA,NA,3459.0682692768332,6718.236750780515,5842.398140012616,5207.254013569991,NA,4269.240262515995,4788.145534221634
M427T179_NEG,427.17431126358355,178.54299545286,NA,18452.357345571938,NA,NA,8775.30109544488,NA,NA,NA,NA,6701.929569244012,9553.071410797938,NA,NA,NA,NA,NA,17868.277451692262,NA,NA,NA,NA,3291.498139490256,NA,NA,NA,NA,NA,NA,NA,NA,3566.1163043958213,NA,2569.553628657676,NA,NA,3022.6351776193746
M427T445_NEG,427.1633739690102,444.8589992523,NA,NA,NA,NA,NA,NA,18050.007864193318,16328.40681207214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8110.725402882357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13588.237632528813,12448.725252153026,4248.5935813058,NA,5754.810234176523,NA
M427T55_NEG,427.20517345865267,55.22699832918,NA,NA,NA,NA,NA,3326.574147389294,12501.799916312713,5540.621028124976,12597.490418007397,5145.638394334628,NA,NA,NA,NA,NA,3476.6419204488775,5755.9274932088065,NA,2533.12045886662,NA,NA,NA,NA,NA,NA,2405.389253500195,NA,3657.986570086676,NA,5122.0591719395725,8663.673457186418,NA,10019.385119825503,7033.333601734522,6333.8236212761985,6872.721889413017
M427T339_NEG,427.2853657593177,338.59099388123997,NA,NA,NA,NA,NA,NA,3810.534115440497,3727.224855429629,3768.533548481407,2745.2384185807014,NA,NA,NA,NA,NA,NA,2680.8023754726305,NA,5856.224417988878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15517.243627327804,12043.265184673182,10444.292888647338,12393.800692150877,NA,10833.932787977961
M427T427_NEG,427.3064374020662,426.83898925782,NA,NA,NA,NA,NA,NA,23352.180735436013,23107.585392653116,18005.610056277936,16548.659785304237,NA,NA,NA,NA,NA,13291.264257363073,15456.880282372695,12196.693134314968,16598.44337464346,13194.707405085202,3398.971714325084,NA,NA,5210.889271196463,4989.332162162504,12948.847197527619,18308.07098776213,16379.545429429123,14172.402655710806,14710.426152700427,26167.3607942606,16521.732635507506,15492.12189527512,21171.12982366693,17416.284718223073,16071.528625497645
M428T33_NEG,428.01187136208745,33.21900129318,NA,NA,NA,NA,NA,3014.8990932779047,8922.178180198292,NA,5178.906631268397,5198.484645543194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2256.4484960971126,NA,NA,NA,NA,NA,7841.0389304109085,5180.8916973682735,5970.0319280815675,NA,NA,5217.3720029296555
M428T93_NEG,428.06729006120804,93.09900283812,80217.51356922163,72272.41945966234,72979.81803103586,68133.66871058801,66023.07734798163,69495.00333640953,36360.401228111994,38940.87246260294,49238.66254651669,51716.844775480036,52018.39050042617,61085.32473418243,37477.645314377594,54659.88094306949,42631.23894511387,57709.71601325498,48980.957971262585,NA,NA,45392.99780926569,38236.36052839406,34056.32930084835,22852.073827566735,33121.78586350811,NA,41997.30972720301,34826.13839417406,37784.17419426999,43937.42918267459,38360.2904750156,74657.6469422005,NA,44314.41287088166,46240.072642634645,33357.460693334026,39713.448753859455
M428T125_NEG,428.1310084336225,124.92599487306,NA,NA,NA,NA,NA,11417.982239659723,28121.513661002282,23781.841597166494,25664.832286764162,22919.07126897227,NA,NA,NA,NA,NA,26670.88508365804,33283.95151746418,9472.892274838527,NA,18567.329051697623,10319.864210067703,15588.23818895524,NA,16951.85864774987,18726.385688730206,11136.482776051571,15017.635210456498,13798.46236386988,10783.652754132396,13515.425379673148,25531.15743638566,20544.752985843432,19171.13111073109,19168.65101845056,17288.56934158778,17523.901147522938
M428T146_NEG,428.13170692206285,145.9905052185,NA,NA,NA,NA,NA,10091.814950823193,NA,11203.113233580965,NA,NA,NA,NA,NA,NA,NA,11366.926261527564,10881.69693450109,NA,10356.708142842283,NA,NA,NA,NA,NA,NA,17727.617915714716,17190.340291326112,15764.725519895575,17307.403268950104,18603.240006471122,17046.80414685262,14904.17518941414,12779.56899643689,NA,12789.475877569843,NA
M428T338_NEG,428.28880683624504,338.27799797058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3823.5555216988478,2278.589005103098,NA,2603.751543461047,2400.57539748558,2646.509117712863
M428T427_NEG,428.30993386392447,426.83898925782,NA,NA,NA,NA,NA,3746.319053056529,4666.492151390092,4843.956474330648,NA,3014.010543852737,NA,NA,NA,NA,NA,3260.7593385033097,NA,NA,NA,NA,NA,NA,NA,NA,NA,3177.6286697316327,3301.32861193011,NA,NA,3456.6587557918597,5890.2012089311975,3482.648046020734,3471.3811085399816,NA,NA,NA
M429T20_NEG,428.8267928766129,19.627999663380002,15428.913101674094,13727.333553606117,13199.452090652516,8961.993988514036,13445.400773067016,NA,NA,NA,NA,NA,8851.618668448296,11646.181683246661,6486.986403904881,NA,NA,13930.17726307685,NA,NA,NA,NA,23831.831190206653,35460.26536315602,23989.620759434838,20499.62411999322,33785.42425355188,NA,13612.035235868869,NA,14555.378542649818,14043.349614407454,24119.434484823727,16611.837185150383,NA,NA,NA,NA
M429T28_NEG,429.03756245606314,28.27400028708,NA,NA,NA,NA,NA,4792.015255788496,6058.738899903789,NA,5118.747651487906,5954.875993187617,NA,NA,NA,NA,NA,4691.025242640252,6055.0767481286985,1445.0593203335397,3437.5154719748457,NA,3559.1730964344156,2997.3415333424095,NA,4764.41695837964,5582.985857931487,NA,NA,4682.320968458026,NA,3197.3853381140707,8049.1265070439085,6787.164747265224,5424.834372594732,7817.6607817995,7198.179762139269,7260.4752833392895
M429T93_NEG,429.0733200379076,92.94200062752,68755.59876572847,61810.05971676478,64117.639102358415,55801.67455681631,51363.006037361694,131180.81500939358,95278.29078423789,95082.74434332711,86768.66477953846,89603.86057645582,39863.80449778895,45728.97502909872,22060.073168319323,33638.595331236036,24783.052654936408,96521.45197513112,90355.75756485251,93884.74083037242,68258.92403972073,91477.90875793665,70832.23903229664,67295.75035915007,15822.168054936556,60242.79176747795,58842.545127678764,76905.81654527473,80151.47783996083,75263.37279960887,75459.83973918072,81270.59612752657,120629.54690244322,81167.2309012988,78019.00085637851,79910.82022565819,68775.40181319232,68853.49786542157
M429T279_NEG,429.0799806857855,278.91800880432004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11760.785971619214,8807.330891238387,8899.449623708359,10276.814795474571,8664.21232223452,NA
M429T126_NEG,429.1537337957018,125.55400371552001,20339.783592602165,17037.178950226014,18706.168680735605,13586.130798685332,12451.81032304512,478021.1599739359,359092.0750218151,417131.5756923276,351906.7131048313,346636.4034093386,8347.142120857967,9461.090368197121,3546.738309865388,5733.39328006062,NA,333798.46059924766,301304.9947995274,372717.13357157446,438711.849267811,375470.402101674,72909.81374519235,95063.72503655322,NA,63305.74203740514,55394.380239499726,303257.1284903782,361232.520594088,353539.3103240836,321319.2719230714,301489.43779385526,497517.8253900645,398418.98389537807,394502.332652398,416304.2318835456,389350.70676024863,395620.0219221868
M429T34_NEG,429.14885363459865,34.162001609819995,NA,NA,NA,NA,NA,16332.27332619428,23384.459891214407,21847.239312548878,16226.285103147686,15413.197945311667,NA,NA,NA,NA,NA,14640.819795695814,13482.122159551545,12390.371938988375,22254.549814110385,8748.541433096892,NA,NA,NA,NA,NA,8707.704434680845,8303.817327721863,13015.751262874839,9135.681184510342,9487.315686139862,22920.777385765283,17831.411814677835,17556.731629432197,21995.105944227937,21647.421859080274,19881.026092759716
M429T392_NEG,429.15950334378954,391.87399864194003,5825.809448238942,6568.738384797974,8113.128795570521,6877.996239664951,6602.145500155479,5424.742530007442,4766.548143410149,5378.548869070736,6075.8723073756155,6023.24416488147,5738.735229489054,NA,7604.689666181318,6182.076808366648,7762.070314155436,5034.68137469491,7367.057098871758,NA,NA,NA,NA,NA,4799.718294571226,NA,5428.971686365415,4916.277523029743,NA,NA,NA,5345.594243983996,6479.821177919571,NA,5102.1402955132335,NA,6182.9768631871375,NA
M429T471_NEG,429.18013161304566,471.2445116043,9357.999722629096,7297.299729945709,8582.14588918878,8947.899107683099,11308.215049267757,15155.857028956532,42767.5111077839,70102.68204783676,19678.058501485655,12734.52862953042,5070.510640443822,6520.098438266673,8550.861417188175,NA,7970.4785607811455,9339.532489782054,18827.81531465641,32678.392417878567,39888.192076059946,7127.389204949525,NA,NA,NA,NA,NA,NA,NA,4634.351115913926,NA,NA,49903.49633468353,32664.93716639193,22098.43490604256,36036.335596685,24369.085278501134,25866.788339645074
M429T161_NEG,429.22516863360767,161.1529970169,NA,NA,NA,NA,NA,11489.531241628298,18410.048211042795,30758.728233233855,18357.961614881973,16865.05020209266,NA,NA,NA,NA,NA,15571.038190724817,12055.07776187469,NA,15297.75376795134,13555.542615667913,NA,NA,NA,NA,2128.6714299392183,7583.190841687373,8680.592522204755,NA,6249.970976817626,NA,21599.48005090204,15013.122530612503,14402.971792952061,14680.307922387612,14478.43628095035,13310.308140006164
M429T347_NEG,429.3019624474291,347.394990921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3699.6312713684238,NA,2843.5079019686254,3192.3538807416126,NA,NA
M430T53_NEG,430.0456214465849,53.18299949169,NA,NA,NA,NA,NA,19362.70544471111,15465.596927622495,22146.018617330974,NA,NA,NA,NA,NA,NA,NA,13186.321468786136,NA,11125.360932220276,22131.193176554636,14550.115640399037,NA,NA,NA,NA,NA,NA,5712.0229146876,6895.618810908681,NA,NA,14648.757180156721,NA,7047.799311426625,8442.272464573001,7288.349083839187,8047.751235465349
M430T93_NEG,430.07776843031183,93.09999704358,11533.793475926152,10596.09450293066,9916.908687770036,9170.233413783451,8649.260905396946,21617.88745877022,NA,13445.001228531311,8398.71447840957,15986.323425330362,5881.018276828374,6746.381706191484,3822.358074179641,5049.709602025534,3575.9522501477886,NA,14133.309753271733,16686.42029240308,NA,16658.100502580604,NA,12804.231258602857,NA,6920.930385055227,9979.67053981833,14216.598186540612,10735.07380063738,10909.693383094473,10040.402027870392,11855.67340139405,20470.630955849232,13539.63498672281,13148.298480975162,NA,8744.135670630334,NA
M430T34_NEG,430.08367034582636,33.68999898432,NA,NA,NA,1801.314219566183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6180.041676680367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3049.5306895116905,2500.2293771929576,6382.636294780951,NA,3763.7956441764914,5770.8112228493,5471.059748109432,NA
M430T186_NEG,430.1052857105223,186.11249685284997,3206.8559217762963,NA,NA,NA,NA,4203.067475136574,NA,NA,NA,5888.82166779738,NA,NA,NA,NA,NA,4162.404029050059,NA,4354.42071462425,3578.3243036171766,4430.822871388114,4416.223264510714,3298.220622559645,NA,NA,4933.582293092013,NA,NA,NA,3091.6202990193847,3115.28129340789,5372.988667533582,NA,3225.025244481985,4056.0721868552996,NA,4192.805641489449
M430T279_NEG,430.14427679150594,279.02998924254,NA,NA,NA,NA,NA,11167.213336249264,6707.977894215763,NA,NA,6374.2222785986205,NA,NA,NA,NA,NA,NA,4591.9551467922265,NA,NA,NA,2710.6605047299226,4507.562473290927,NA,3986.37077332205,4101.042377464139,10210.088728741059,15879.02451101859,11325.83525842144,11759.887645979094,11783.358612080037,11346.804624283357,7565.619871245959,NA,6918.75545026115,8188.957804003884,NA
M430T125_NEG,430.1564187932087,125.2894949913,NA,3082.031575858062,NA,2984.7579759704136,2689.99991800863,82877.09079894646,60603.10703766252,71562.20718835173,61530.64757046315,57961.14334744895,NA,2079.8676967556144,NA,NA,NA,55569.25717263672,51159.46084979151,61729.672600938255,72835.15308146863,61941.220754496295,13173.714423251196,NA,NA,10671.156721040717,10402.550826129207,52666.45698518082,62108.81831041485,60127.74997590286,54331.67026174742,52257.32378853238,89902.35349148944,67658.7912034718,68993.81310821717,71557.7447629183,64500.858471509484,63800.54589474476
M430T471_NEG,430.1826190076577,471.24100685118,NA,NA,NA,NA,NA,NA,NA,9295.085291007563,4195.893335329385,NA,NA,NA,NA,NA,NA,NA,NA,NA,6641.791457466585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7628.287198698884,4918.629431719163,3999.17655944065,6585.750895550549,4654.001076229829,4305.862418359158
M431T18_NEG,430.91186396155445,18.37000072002,NA,NA,NA,NA,NA,4161.194660451214,2464.805743886572,3035.6921508642463,2605.0031633374683,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949.813333644485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3860.384229080173,NA,NA,2734.4810601829467,2141.4302232481978,NA
M431T45_NEG,431.00790776770253,45.166000127820006,4598.048941819991,6479.781138349163,NA,NA,NA,17050.228952327783,19453.665419779867,NA,10940.81034901954,NA,NA,NA,NA,NA,NA,18387.367123670476,NA,16452.549784180366,NA,14580.84369586608,11333.187837771935,NA,NA,NA,NA,13982.230047650608,NA,NA,10988.120389508287,13347.98647238949,34671.39853038838,NA,NA,18669.816075175328,NA,17169.15649404772
